name	lat	lng	desc	category	subcategory	image_file	teaser_file	in_person_file	teaser_description	in_person_radius	in_person_duration	in_person_file_type	color	icon	_layout
Acadia University Club	45.089392	-64.3649606	"<b>Acadia University Club</b><br><i>17 Westwood Ave, Wolfville, NS B4P 1Y1, Canada</i><br>Tel: (902) 542-2201<br><a href=""https://uclub.acadiau.ca/"">https://uclub.acadiau.ca/</a>"	Professional Services	Professional Services					None	None	None			text
Denton Hall	45.08839640000001	-64.3656559	"<b>Denton Hall</b><br><i>Horton Ave, Wolfville, NS B4P 2P7, Canada</i><br><a href=""https://www2.acadiau.ca/home.html"">https://www2.acadiau.ca/home.html</a>"	Professional Services	Professional Services					None	None	None			text
The Learning Commons, Acadia University	45.08785399999999	-64.366107	<b>The Learning Commons, Acadia University</b><br><i>26 Crowell Dr, Wolfville, NS B4P 2R6, Canada</i><br>Tel: (902) 585-1846	Professional Services	Professional Services	the-learning-commons-acadia-university.jpg				None	None	None			image
Wolfville	45.0917657	-64.35975719999999	"<b>Wolfville</b><br><i>Wolfville, NS, Canada</i><br><a href=""http://www.town.wolfville.ns.ca/"">http://www.town.wolfville.ns.ca/</a>"	Other	Other	wolfville.jpg				None	None	None			image
Noggins Corner Farm Market	45.0828115	-64.4027855	"<b>Noggins Corner Farm Market</b><br><i>10009 Nova Scotia Trunk 1, Wolfville, NS B4P 2R2, Canada</i><br>Tel: (902) 542-5515<br><a href=""http://www.nogginsfarm.ca/"">http://www.nogginsfarm.ca/</a>"	Other	Other	noggins-corner-farm-market.jpg				None	None	None			image
Wolfville Court Holdings	45.08192649999999	-64.3632042	<b>Wolfville Court Holdings</b><br><i>14 Basin Dr, Wolfville, NS B4P 1Y3, Canada</i><br>Tel: (902) 542-5989	Other	Other	wolfville-court-holdings.jpg				None	None	None			image
RBC Royal Bank	45.0910453	-64.3622029	"<b>RBC Royal Bank</b><br><i>437 Main St, Wolfville, NS B4P 1E1, Canada</i><br>Tel: (902) 542-2221<br><a href=""https://maps.rbcroyalbank.com/NS-WOLFVILLE-branch-7703"">https://maps.rbcroyalbank.com/NS-WOLFVILLE-branch-7703</a>"	Professional Services	Professional Services	rbc-royal-bank.jpg				None	None	None			image
BMO Bank of Montreal	45.09171250000001	-64.3616546	"<b>BMO Bank of Montreal</b><br><i>424 Main St, Wolfville, NS B4P 1C9, Canada</i><br>Tel: (902) 542-6600<br><a href=""https://branches.bmo.com/ns/wolfville/b0206/"">https://branches.bmo.com/ns/wolfville/b0206/</a>"	Professional Services	Professional Services	bmo-bank-of-montreal.jpg				None	None	None			image
Hillside Apartments	45.08342770000001	-64.3584688	"<b>Hillside Apartments</b><br><i>204 Pleasant St, Wolfville, NS B4P 1N3, Canada</i><br>Tel: (902) 542-9196<br><a href=""https://www.bandnproperties.ca/hillside"">https://www.bandnproperties.ca/hillside</a>"	Other	Other					None	None	None			text
Raymond Field	45.09201489999999	-64.3673646	"<b>Raymond Field</b><br><i>550 Main St, Wolfville, NS B4P 2R6, Canada</i><br>Tel: (902) 585-1568<br><a href=""http://fitness.acadiau.ca/outdoor-track.html"">http://fitness.acadiau.ca/outdoor-track.html</a>"	Other	Other	raymond-field.jpg				None	None	None			image
Lifemark Physiotherapy Wolfville	45.0874637	-64.3714715	"<b>Lifemark Physiotherapy Wolfville</b><br><i>4 Little Rd, Wolfville, NS B4P 1P4, Canada</i><br>Tel: (902) 542-7074<br><a href=""https://www.lifemark.ca/julie-skaling-physiotherapy-wolfville?utm_source=gmb&utm_medium=organic"">https://www.lifemark.ca/julie-skaling-physiotherapy-wolfville?utm_source=gmb&utm_medium=organic</a>"	Health & Wellness	Health & Wellness	lifemark-physiotherapy-wolfville.jpg				None	None	None			image
Bishop & Company Chartered Professional Accountant Inc	45.092777	-64.3607808	"<b>Bishop & Company Chartered Professional Accountant Inc</b><br><i>24 Harbourside Dr #102, Wolfville, NS B4P 2C1, Canada</i><br>Tel: (902) 542-7665<br><a href=""https://www.acgca.ca/"">https://www.acgca.ca/</a>"	Professional Services	Professional Services					None	None	None			text
Deep Roots Music Cooperative	45.091928	-64.359068	"<b>Deep Roots Music Cooperative</b><br><i>360 Main St, Wolfville, NS B4P 2E8, Canada</i><br>Tel: (902) 542-7668<br><a href=""http://deeprootsmusic.ca/"">http://deeprootsmusic.ca/</a>"	Other	Other					None	None	None			text
Valley Fresh Photographic	45.085233	-64.357244	"<b>Valley Fresh Photographic</b><br><i>134 Gaspereau Ave, Wolfville, NS B4P 2E2, Canada</i><br>Tel: (902) 697-2329<br><a href=""http://www.valleyfreshphotographic.com/"">http://www.valleyfreshphotographic.com/</a>"	Other	Other					None	None	None			text
Acadia University Parking	45.08457079999999	-64.3668823	"<b>Acadia University Parking</b><br><i>58 University Ave, Wolfville, NS B4P 1X9, Canada</i><br>Tel: (902) 585-1103<br><a href=""http://security.acadiau.ca/campus-parking.html"">http://security.acadiau.ca/campus-parking.html</a>"	Other	Other					None	None	None			text
Lane Counselling & Consulting	45.0837036	-64.3557387	"<b>Lane Counselling & Consulting</b><br><i>168 Pleasant St, Wolfville, NS B4P 2R8, Canada</i><br>Tel: (902) 542-1109<br><a href=""http://www.lanecounselling.ca/"">http://www.lanecounselling.ca/</a>"	Other	Other	lane-counselling-consulting.jpg				None	None	None			image
Hopgood Metal Roofing	45.090566	-64.362377	"<b>Hopgood Metal Roofing</b><br><i>19 Linden Ave, Wolfville, NS B4P 2S3, Canada</i><br>Tel: (902) 542-3331<br><a href=""https://superiormetalroofs.ca/"">https://superiormetalroofs.ca/</a>"	Other	Other					None	None	None			text
Lazy Acres Hopyard	45.08001840000001	-64.3302434	<b>Lazy Acres Hopyard</b><br><i>2053 Melanson Rd, Wolfville, NS B4P 0G9, Canada</i><br>Tel: (902) 542-5071	Other	Other					None	None	None			text
Agri-Growers Ltd	45.08684	-64.397486	"<b>Agri-Growers Ltd</b><br><i>42 NS-358, Greenwich, NS B4P 2R2, Canada</i><br>Tel: (902) 542-2263<br><a href=""https://www.agrigrowers.com/"">https://www.agrigrowers.com/</a>"	Other	Other	agri-growers-ltd.jpg				None	None	None			image
Public Health	45.0876874	-64.3707981	"<b>Public Health</b><br><i>23 Earnscliffe Ave, Wolfville, NS B0P 1X0, Canada</i><br>Tel: (902) 542-6310<br><a href=""https://www.nshealth.ca/public-health"">https://www.nshealth.ca/public-health</a>"	Other	Other					None	None	None			text
Wolfville Chiropractic Centre Ltd Dr. Ward MacDonald, DC & Christine MacDonald RMT	45.0923881	-64.3614664	"<b>Wolfville Chiropractic Centre Ltd Dr. Ward MacDonald, DC & Christine MacDonald RMT</b><br><i>112 Front St, Wolfville, NS B4P 1A4, Canada</i><br>Tel: (902) 542-5380<br><a href=""https://wolfvillechiropractic.janeapp.com/"">https://wolfvillechiropractic.janeapp.com/</a>"	Other	Other	wolfville-chiropractic-centre-ltd-dr-ward-macdonald-dc-christine-macdonald-rmt.jpg				None	None	None			image
MARA Medical Aesthetics	45.0921917	-64.3577255	"<b>MARA Medical Aesthetics</b><br><i>318 Main St, Wolfville, NS B4P 1C4, Canada</i><br>Tel: (902) 678-9458<br><a href=""http://www.marawolfville.com/"">http://www.marawolfville.com/</a>"	Health & Wellness	Health & Wellness	mara-medical-aesthetics.jpg				None	None	None			image
Tide times Board	45.0926201	-64.35962839999999	<b>Tide times Board</b><br><i>24 Harbourside Dr #8, Wolfville, NS B4P 2C1, Canada</i>	Recreation	Recreation	tide-times-board.jpg				None	None	None			image
Willow Park	45.0917526	-64.3563671	<b>Willow Park</b><br><i>11 Willow Ave, Wolfville, NS B4P 2G5, Canada</i>	Recreation	Recreation	willow-park.jpg				None	None	None			image
Wolfville Dykes Rugby Fields	45.0940649	-64.3696076	<b>Wolfville Dykes Rugby Fields</b><br><i>9 Balcom Dr, Wolfville, NS B4P 2N8, Canada</i>	Recreation	Recreation					None	None	None			text
Peepers Pond Frog Habitat	45.08405	-64.343734	<b>Peepers Pond Frog Habitat</b><br><i>79 Perry Bowles St, Wolfville, NS B4P 1N9, Canada</i>	Recreation	Recreation					None	None	None			text
Pond View Park	45.08947209999999	-64.3797926	<b>Pond View Park</b><br><i>Wolfville, NS B4P 0A6, Canada</i>	Recreation	Recreation					None	None	None			text
Port Williams Park	45.1009466	-64.4103396	"<b>Port Williams Park</b><br><i>1084 NS-358, Port Williams, NS B0P 1T0, Canada</i><br>Tel: (902) 542-4411<br><a href=""https://www.portwilliams.com/community/port-williams-community-park"">https://www.portwilliams.com/community/port-williams-community-park</a>"	Recreation	Recreation	port-williams-park.jpg				None	None	None			image
Ransom Creek	45.1164397	-64.3404048	<b>Ransom Creek</b><br><i>Ransom Creek, Canada</i>	Recreation	Recreation					None	None	None			text
Harding Brook	45.0773191	-64.3156652	<b>Harding Brook</b><br><i>Harding Brook, Nova Scotia B4P 0G8, Canada</i>	Recreation	Recreation					None	None	None			text
Long Island	45.12388529999999	-64.3350975	<b>Long Island</b><br><i>Long Island, Kings County, NS B0P 1M0, Canada</i>	Recreation	Recreation					None	None	None			text
Hancock Brook	45.0831243	-64.4152132	<b>Hancock Brook</b><br><i>Hancock Brook, Kings County, NS B4P 0N5, Canada</i>	Recreation	Recreation					None	None	None			text
Curry Brook	45.0841706	-64.2998092	<b>Curry Brook</b><br><i>Curry Brook, Nova Scotia B4P 0K7, Canada</i>	Recreation	Recreation					None	None	None			text
Wall Brook	45.084938	-64.2989384	<b>Wall Brook</b><br><i>Wall Brook, Nova Scotia B4P 0K7, Canada</i>	Recreation	Recreation					None	None	None			text
Burntland Brook	45.0500605	-64.38208809999999	<b>Burntland Brook</b><br><i>Burntland Brook, Kings County, NS B4P 2R1, Canada</i>	Recreation	Recreation					None	None	None			text
Wolfville Reservoir Beach	45.0858049	-64.3422031	<b>Wolfville Reservoir Beach</b><br><i>Wolfville Reservoir Beach, Pleasant St, Wolfville, NS B4P 1M6, Canada</i>	Recreation	Recreation	wolfville-reservoir-beach.jpg				None	None	None			image
Wolfville Ridge	45.06681239999999	-64.3911651	<b>Wolfville Ridge</b><br><i>Wolfville Ridge, Kings County, NS B4P 2R2, Canada</i>	Recreation	Recreation					None	None	None			text
